uuid,title,artist,date,src,w,h,restriction,tags
12ecb4d9-4da8-435a-9579-56c8bb53a8ad,Alkanna,Johannes Hartlieb,1462,/collections/hartlieb-book-of-herbs/book-of-herbs-19.jpg,3692,4169,,"botanical,botany,flora,herbals,herbs,plants"
1ce2605d-6c2d-4d09-a785-f3a78e0a9c74,Gourd,Johannes Hartlieb,1462,/collections/hartlieb-book-of-herbs/book-of-herbs-46.jpg,3652,4345,,"botanical,botany,flora,herbals,herbs,plants"
2ab55e57-3c91-46e6-8e61-e33ca472be4b,Field eryngo,Johannes Hartlieb,1462,/collections/hartlieb-book-of-herbs/book-of-herbs-91.jpg,3732,4510,,"botanical,botany,flora,herbals,herbs,plants"
3e80d1c6-9d9a-41d2-83d8-dc635f604c96,Basil,Johannes Hartlieb,1462,/collections/hartlieb-book-of-herbs/book-of-herbs-29.jpg,3674,4499,,"botanical,botany,flora,herbals,herbs,plants"
382a6700-7fec-431b-9bcb-ebf426540d01,Stonecrop,Johannes Hartlieb,1462,/collections/hartlieb-book-of-herbs/book-of-herbs-123.jpg,3782,4411,,"botanical,botany,flora,herbals,herbs,plants"
4e66aff1-c588-415f-b63d-f32f778d5543,Fir sponge,Johannes Hartlieb,1462,/collections/hartlieb-book-of-herbs/book-of-herbs-28.jpg,3696,4587,,"botanical,botany,flora,herbals,herbs,plants"
4a1e0834-a564-4a42-a307-a630e1350a29,St John’s wort,Johannes Hartlieb,1462,/collections/hartlieb-book-of-herbs/book-of-herbs-44.jpg,3762,4532,,"botanical,botany,flora,herbals,herbs,plants"
4477b179-877e-4366-8f6f-9c8bf077d387,Rockfoil,Johannes Hartlieb,1462,/collections/hartlieb-book-of-herbs/book-of-herbs-148.jpg,3586,4378,,"botanical,botany,flora,herbals,herbs,plants"
42539c18-4dbb-4dd4-a286-b0ab8786933f,Verbena,Johannes Hartlieb,1462,/collections/hartlieb-book-of-herbs/book-of-herbs-162.jpg,3751,4400,,"botanical,botany,flora,herbals,herbs,plants"
5ef12e93-46d4-4745-afa8-391fbf3cc4ac,Nutmeg,Johannes Hartlieb,1462,/collections/hartlieb-book-of-herbs/book-of-herbs-122.jpg,3716,4620,,"botanical,botany,flora,herbals,herbs,plants"
65cf40e9-06ad-42b3-b635-2aeed3487499,Chicory,Johannes Hartlieb,1462,/collections/hartlieb-book-of-herbs/book-of-herbs-49.jpg,3597,4697,,"botanical,botany,flora,herbals,herbs,plants"
60d24336-a30b-4811-a30b-21a8d2049349,Scammony,Johannes Hartlieb,1462,/collections/hartlieb-book-of-herbs/book-of-herbs-57.jpg,3707,4763,,"botanical,botany,flora,herbals,herbs,plants"
7ab16e3f-0040-42ef-bd3f-e4b32d92d752,Marshmallow,Johannes Hartlieb,1462,/collections/hartlieb-book-of-herbs/book-of-herbs-24.jpg,3718,4191,,"botanical,botany,flora,herbals,herbs,plants"
7bb528d5-a8de-4544-9f68-9205a300654d,Cereal,Johannes Hartlieb,1462,/collections/hartlieb-book-of-herbs/book-of-herbs-72.jpg,3630,4334,,"botanical,botany,flora,herbals,herbs,plants"
74ec5a3e-1e71-44a0-ae34-8ee9c4912739,Watercress,Johannes Hartlieb,1462,/collections/hartlieb-book-of-herbs/book-of-herbs-116.jpg,3662,4466,,"botanical,botany,flora,herbals,herbs,plants"
7bb1c4d9-5e6a-4832-a911-c84e5e6c60e2,Radish,Johannes Hartlieb,1462,/collections/hartlieb-book-of-herbs/book-of-herbs-137.jpg,3753,4510,,"botanical,botany,flora,herbals,herbs,plants"
7a0ef6d2-231c-4bf5-a320-466ff054a438,Sage,Johannes Hartlieb,1462,/collections/hartlieb-book-of-herbs/book-of-herbs-149.jpg,3498,4389,,"botanical,botany,flora,herbals,herbs,plants"
77c13d1f-bc11-4e8e-ab1c-1c0f9a7a2df7,Mustard,Johannes Hartlieb,1462,/collections/hartlieb-book-of-herbs/book-of-herbs-152.jpg,3465,4477,,"botanical,botany,flora,herbals,herbs,plants"
852f0c49-ccd4-49ca-b4b5-5eafb6aaefd3,Clove,Johannes Hartlieb,1462,/collections/hartlieb-book-of-herbs/book-of-herbs-82.jpg,3696,4543,,"botanical,botany,flora,herbals,herbs,plants"
8d75042b-1d25-44c7-99df-c8c5e59e872a,Mandrake root,Johannes Hartlieb,1462,/collections/hartlieb-book-of-herbs/book-of-herbs-108.jpg,3695,4642,,"botanical,botany,flora,herbals,herbs,plants"
8375783f-74cf-46c2-bac4-6a02f42da7e7,Violets,Johannes Hartlieb,1462,/collections/hartlieb-book-of-herbs/book-of-herbs-164.jpg,3817,4323,,"botanical,botany,flora,herbals,herbs,plants"
890ccd5e-7107-4304-b667-442712ac1331,Sugarcane,Johannes Hartlieb,1462,/collections/hartlieb-book-of-herbs/book-of-herbs-171.jpg,3773,4422,,"botanical,botany,flora,herbals,herbs,plants"
