file,uuid,title,artist,date,w,h,tags,status
the-great-shower-of-shooting-stars__c77289fb.jpeg,c77289fb-3b4b-4512-82bc-f1addf72a86c,The Great Shower of Shooting-Stars,Agnes Giberne,1898,996,723,"astronomy,celestial,sky,space,stars",have
judgement-day__48aeee21.jpeg,48aeee21-0d65-48ba-8f3b-1c117aa5a793,Judgement Day,,ca. 1330,989,1363,celestial,have
jacob-s-dream__cde12e40.jpg,cde12e40-1a93-4cde-a690-7828a48a9c18,Jacob's Dream,William Blake,ca. 1805,931,1200,celestial,have
the-earth-with-the-milky-way-and-moon__4a49c866.jpeg,4a49c866-ff6f-4ef6-a66d-fdba57342118,[The Earth With the Milky Way and Moon],Władysław T. Benda,ca. 1918,1021,749,"astronomy,celestial,stars",have
paradiso-canto-i-beatrice-explaining-scientific-theories-to-__0f48a4a8.jpeg,0f48a4a8-6e7b-459d-8be1-cea95a4f0c8f,"*Paradiso*, Canto I: Beatrice explaining scientific theories to Dante.",Giovanni di Paolo di Grazia,ca. 1450,1024,491,celestial,have
paradiso-canto-xxi-ascent-to-the-seventh-heaven-the-sphere-o__e601e9f6.jpg,e601e9f6-b05e-4fb7-acbc-8198c33bf12d,"*Paradiso*, Canto XXI: Ascent to the Seventh Heaven, the Sphere of Saturn.",,ca. 1564,1876,2283,celestial,have
paradiso-dante-and-beatrice-before-the-light__fb98bd32.jpeg,fb98bd32-d07a-464a-8dac-0ce82f30780e,*Paradiso*: Dante and Beatrice before the Light.,Giovanni di Paolo di Grazia,ca. 1450,1023,586,"celestial,sun",have
vesta__1cff2531.jpg,1cff2531-5854-4e86-b497-070542ad2ba6,Vesta,,1829,1043,1536,"astrology,astronomy,celestial,space,stars,zodiac",have
pallas__3dc27b77.jpg,3dc27b77-99b3-48bd-b9ad-b376942741d7,Pallas,,1829,1035,1520,"astrology,astronomy,celestial,space,stars,zodiac",have
herschel__448d5305.jpg,448d5305-a850-4428-8758-dcd14b1050fb,Herschel,,1829,1058,1544,"astrology,astronomy,celestial,moon,space,stars,zodiac",have
jupiter__5d6209d7.jpg,5d6209d7-88b3-48ec-a65e-a7bee4ce1f7e,Jupiter,,1829,1058,1544,"astrology,astronomy,celestial,space,stars,zodiac",have
tellus__5e783eff.jpg,5e783eff-9427-4730-bbad-e1ca26d9825f,Tellus,,1829,1058,1544,"astrology,astronomy,celestial,moon,space,stars,zodiac",have
ceres__535ac1f4.jpg,535ac1f4-40ca-4257-8bba-90dc772a78e7,Ceres,,1829,1043,1536,"astrology,astronomy,celestial,space,stars,zodiac",have
venus__62dcbb96.jpg,62dcbb96-caa9-4b4a-b973-c3df7436be3c,Venus,,1829,1058,1544,"astrology,astronomy,celestial,moon,space,stars,zodiac",have
mercury__79065111.jpg,79065111-1067-4228-ac4b-de09d3be157d,Mercury,,1829,1035,1520,"astrology,astronomy,celestial,space,stars,zodiac",have
mars__ad5e05c7.jpg,ad5e05c7-1a26-443f-b119-5652f180c65e,Mars,,1829,1058,1544,"astrology,astronomy,celestial,space,stars,zodiac",have
juno__c8994b9c.jpg,c8994b9c-9967-40ef-97f0-aa00ab493d17,Juno,,1829,1035,1520,"astrology,astronomy,celestial,space,stars,zodiac",have
the-sun__d6c9675b.jpg,d6c9675b-3b08-4e22-9064-153fc61e3c6b,The Sun,,1829,1067,1568,"astrology,astronomy,celestial,space,stars,sun,zodiac",have
saturn__d1a08242.jpg,d1a08242-d307-4574-80c7-82c3ef7881ad,Saturn,,1829,1058,1544,"astrology,astronomy,celestial,space,stars,zodiac",have
leo-and-virgo__ed364958.jpg,ed364958-9c19-460f-b085-e476ef32246c,Leo and Virgo,,1829,1067,1546,"astrology,astronomy,celestial,space,stars,zodiac",have
the-pleides-a-well-known-knot-of-stars-in-the-sign-taurus__1d74f4e6.jpg,1d74f4e6-b011-4154-8f9e-d93a72a697b4,"“The Pleides , a well known Knot of Stars in the Sign Taurus.”",Thomas Wright,1750,805,1200,"astronomy,celestial,space,stars",have
a-representation-of-a-solar-system__17662752.jpg,17662752-58ac-4a5a-b050-5702de115225,“A representation of a solar System.”,Thomas Wright,1750,1047,1200,"astronomy,celestial,space,stars",have
a-section-and-segments-of-a-creation-of-a-double-constructio__2e460df3.jpg,2e460df3-a735-46f6-a9b3-f3f91efd6d0b,"A Section, and Segments of a Creation of a double Construction",Thomas Wright,1750,831,1200,"astronomy,celestial,space,stars",have
a-representation-of-the-convexity-if-i-may-call-it-so__29f68cd3.jpg,29f68cd3-d6e3-47ed-9c6a-a07b707f1fdd,"“A Representation of the Convexity, if I may call it so.”",Thomas Wright,1750,1070,1200,"astronomy,celestial,space,stars",have
the-real-magnitude-of-the-globe-of-the-earth__35544451.jpg,35544451-94f6-41b9-99a8-2a8592a550bd,“The real Magnitude of the Globe of the Earth.”,Thomas Wright,1750,1152,1200,"astronomy,celestial,space,stars",have
a-true-plan-and-combination-of-the-principal-stars-that-form__38018e7d.jpg,38018e7d-de41-4166-b1fe-1923d7f4554c,“A true Plan and Combination of the principal Stars that form the Persedes.”,Thomas Wright,1750,824,1200,"astronomy,celestial,space,stars",have
hemisphere-where-the-true-tract-of-this-most-surprizing-zone__3062b844.jpg,3062b844-c766-450c-819a-fe3fac97f868,“[Hemisphere] where the true Tract of this most surprizing Zone of Light is distinguished amongst the principal Stars.”,Thomas Wright,1750,1190,1200,"astronomy,celestial,space,stars",have
an-exact-scheme-of-the-principal-known-comets__3eb396f5.jpg,3eb396f5-6991-4997-a6cd-9a4329f3cf22,“An exact Scheme of the principal known Comets”,Thomas Wright,1750,830,1200,"astronomy,celestial,space,stars",have
a-proportional-drawing-of-all-the-primary-and-secondary-plan__3c0029f6.jpg,3c0029f6-566e-49ec-92b3-8dd11e856e3b,“A proportional Drawing of all the primary and secondary Planets together.”,Thomas Wright,1750,836,1200,"astronomy,celestial,space,stars",have
the-body-of-the-earth-and-moon-with-their-common-center-of-g__34ada425.jpg,34ada425-109d-4d96-a84b-ad07f0b549ba,"“The Body of the Earth and Moon, with their common Center of Gravity.”",Thomas Wright,1750,849,1200,"astronomy,celestial,space,stars",have
plane-and-profile-views-of-stars-moving-around-a-central-bod__482a4338.jpg,482a4338-3dfd-4c22-882d-ed00bfd860cc,Plane and profile views of stars moving around a central body,Thomas Wright,1750,825,1200,"astronomy,celestial,space,stars",have
a-perspective-view-of-the-visible-creation-including-the-reg__413748dd.jpg,413748dd-e48f-407f-8296-03004d810338,"“A perspective View of the visible Creation, including the regions around our Sun, Syrius and Rigel.”",Thomas Wright,1750,809,1200,"astronomy,celestial,space,stars",have
a-true-projection-of-the-system-of-the-known-comets-all-in-j__4d9b5797.jpg,4d9b5797-950a-4abc-b976-59cc026a46b8,"“A true Projection of the System of the known Comets, all in just Proportion and Position to the Orbits of Saturn and Jupiter.”",Thomas Wright,1750,1400,870,"astronomy,celestial,space,stars",have
a-centeral-section-of-the-same-the-intire-creation-with-the-__5a8248cb.jpg,5a8248cb-f9ce-45f6-b2cc-25bdea3f82d1,"“A centeral Section of the same [the intire Creation], with the Eye of Providence seated in the Center, as in the virtual Agent of Creation.”",Thomas Wright,1750,1063,1200,"astronomy,celestial,space,stars",have
a-bright-part-of-this-zone-near-the-feet-of-antinous__6b9e0e9f.jpg,6b9e0e9f-698e-427c-abf3-50df78127772,“A bright Part of this Zone near the Feet of Antinous.”,Thomas Wright,1750,803,1200,"astronomy,celestial,space,stars",have
a-creation-of-a-double-construction__8b054671.jpg,8b054671-ec35-4ebe-99ff-846cf53a62a3,“A Creation of a double Construction.”,Thomas Wright,1750,808,1200,"astronomy,celestial,space,stars",have
imaginary-section-of-an-artificial-horizon-of-a-globe-with-a__8dcc88db.jpg,8dcc88db-e763-4d3f-a24f-5470c87e053c,"Imaginary Section of an “artificial Horizon of a Globe”, with “all the stars scattered promiscuously”.",Thomas Wright,1750,823,1200,"astronomy,celestial,space,stars",have
depiction-of-hypothesis-local-motion-of-the-sun-the-earth-in__84c10c6b.jpg,84c10c6b-5813-4edd-8e80-6d60d0201804,"Depiction of hypothesis — “local Motion of the Sun, the Earth in her proper secondary Orbit”.",Thomas Wright,1750,878,1200,"astronomy,celestial,moon,space,stars,sun",have
representing-a-section-of-the-cosmical-theories-of-oviedus-b__91278900.jpg,91278900-3f73-42d9-8086-eda7281d8eda,"“Representing a section of the cosmical Theories of Oviedus, Bede, and many others.”",Thomas Wright,1750,1212,1200,"astronomy,celestial,space,stars",have
you-may-if-you-please-call-a-partial-view-of-immensity-or-wi__0b04b90e.jpg,0b04b90e-5d6f-42fb-877d-d47c65360f33,"“You may if you please, call a partial View of Immensity, or without much Impropriety perhaps, a finite View of Infinity”.",Thomas Wright,1750,791,1200,"astronomy,celestial,space,stars",have
stars-moving-in-the-manner-of-saturn-s-rings-nay-perhaps-rin__097f52bd.jpg,097f52bd-b492-4e47-b208-24dc93121d0b,"Stars moving “in the Manner of Saturn's Rings, nay, perhaps Ring within Ring, to a third or fourth Order”.",Thomas Wright,1750,822,1200,"astronomy,celestial,space,stars",have
a-true-delineation-of-the-polar-system-with-the-trajectories__0e3ad900.jpg,0e3ad900-c072-4910-b8a1-fc955b656dc9,"“A true Delineation of the Polar System, with the Trajectories of three of the principal Comets.”",Thomas Wright,1750,834,1200,"astronomy,celestial,space,stars",have
a-plan-of-the-principal-stars-that-form-the-pleiades__a4345b7a.jpg,a4345b7a-b601-40ab-97ee-b7fb1abf9d27,“A Plan of the principal Stars that form the Pleiades.”,Thomas Wright,1750,817,1200,"astronomy,celestial,space,stars",have
hemisphere-where-the-true-tract-of-this-most-surprizing-zone__c7f7e7dc.jpg,c7f7e7dc-76dd-411e-8eab-9e0b4959ef8a,“[Hemisphere] where the true Tract of this most surprizing Zone of Light is distinguished amongst the principal Stars.”,Thomas Wright,1750,1199,1200,"astronomy,celestial,space,stars",have
the-object-of-that-incomprehensible-being-which-alone-and-in__dd66ff93.jpg,dd66ff93-3c42-4dbd-99f0-f99de2cd804c,"“The Object of that incomprehensible Being, which alone and in himself comprehends and constitutes supreme Perfection”.",Thomas Wright,1750,819,1200,"astronomy,celestial,space,stars",have
a-view-of-the-persides-another-surprizing-knot-of-stars__da7fcea9.jpg,da7fcea9-9d03-4e83-ab28-448ac3557ed7,"“A view of the Persides, another surprizing Knot of Stars.”",Thomas Wright,1750,801,1200,"astronomy,celestial,space,stars",have
the-sun-and-moon-in-the-just-proportion-of-their-mean-diamet__dc8818f3.jpg,dc8818f3-6603-4c18-916a-1bbc75c6b44d,"“The Sun and Moon in the just Proportion of their mean Diameters, with two of the Comets A and B, and the five erratick Planets.”",Thomas Wright,1750,821,1200,"astronomy,celestial,moon,space,stars,sun",have
the-satellite-systems-proportionable-to-one-another__d418ae02.jpg,d418ae02-9a11-480a-a9eb-d3033805891e,"“The satellite Systems, proportionable to one another.”",Thomas Wright,1750,831,1200,"astronomy,celestial,space,stars",have
depiction-of-hypothesis-orbits-of-stars-all-moving-the-same-__e45848ec.jpg,e45848ec-b78b-42aa-83b8-264e7ec1af9e,"Depiction of hypothesis — orbits of stars “all moving the same way”.""",Thomas Wright,1750,831,1200,"astronomy,celestial,space,stars",have
part-of-a-medal-representing-the-solar-system__eaefbf8a.jpg,eaefbf8a-4e4b-4a49-b209-dfb4d10c947d,“Part of a Medal representing the Solar System”,Thomas Wright,1750,823,1200,"astronomy,celestial,space,stars",have
shewing-a-decrease-in-the-obliquity-of-the-poles__f66a6a58.jpg,f66a6a58-aa1b-4a43-b5d8-76045c816040,“Shewing a decrease in the Obliquity of the Poles.”,Thomas Wright,1750,1400,966,"astronomy,celestial,space,stars",have
geometrical-scale-to-all-the-primary-parts-of-the-visible-cr__f81eae49.jpg,f81eae49-8529-42da-9e1c-e9af287b9b5e,“Geometrical Scale to all the primary Parts of the visible Creation.”,Thomas Wright,1750,1400,766,"astronomy,celestial,space,stars",have
solar-eclipse__800abd4a.jpg,800abd4a-5700-4d04-b2ed-0fdeb182eabb,Solar Eclipse,Carleton Watkins,1889,1200,922,"celestial,sun",have
women-bathing-before-an-architectural-panorama__ac72542d.jpg,ac72542d-b8d0-490b-8fb7-7a365b7992a7,Women Bathing Before an Architectural Panorama,Fayzullah,ca. 1765,853,1200,celestial,have
explanation-of-why-saturn-s-ring-changes-as-it-orbits-the-su__82e597d0.jpg,82e597d0-9220-47c4-a1c8-58e005ef07b9,Explanation of Why Saturn's Ring Changes as It Orbits the Sun,Christiaan Huygens,1659,2158,1288,"astronomy,celestial,moon",have
orbiting-moons-of-earth-jupiter-and-saturn__c79deed5.jpg,c79deed5-f30a-4db8-ae3e-d541fc9b24c7,"Orbiting Moons of Earth, Jupiter, and Saturn",Christiaan Huygens,1722,1400,723,"celestial,moon",have
untitled__44916560.jpg,44916560-e19b-4b4f-8697-9c86c28bd73c,,Elias Ashmole,1652,941,1200,celestial,have
untitled__98d8fdc2.jpg,98d8fdc2-6c76-408e-a961-19587a960e7e,,Elias Ashmole,1652,1200,959,celestial,have
untitled__de3908d2.jpg,de3908d2-b2dc-4ce8-8e07-8f1be79db4a2,,Elias Ashmole,1652,1200,758,"celestial,moon,sun",have
herr-kristan-von-hamle__817aa632.jpg,817aa632-0899-41c4-83d2-eff152244e03,Herr Kristan von Hamle,,early 14th century,966,1350,"astronomy,celestial",have
lance__3918bbc5.jpg,3918bbc5-5d39-483b-abbe-fdba2fff4c0e,Lance,,1587,800,949,"astronomy,celestial",have
pertica__8c95a2c6.jpg,8c95a2c6-88dc-4dc0-95be-7b2e17f7521b,Pertica,,1587,800,944,"astronomy,celestial,sky",have
comet-pertica__2307dbba.jpg,2307dbba-aa69-4e8c-8a2c-3994ef57a4ce,Comet Pertica,Anonymous,1587,1048,1200,"celestial,stars",have
draco-and-ursa-minor__18013f9e.jpg,18013f9e-6ff1-4d41-acb7-db69cf3dc9cd,Draco and Ursa Minor,Sidney Hall,ca. 1825,832,1200,"astronomy,celestial,stars",have
leo-major-and-the-leo-minor__df4e43ff.jpg,df4e43ff-6607-46b1-9cbb-5f1f0d9e4c98,Leo Major and the Leo Minor,Sidney Hall,ca. 1825,834,1200,"astronomy,celestial",have
aries-and-musca-borealis__18eb9de9.jpg,18eb9de9-e6ac-4a86-bb6f-1ee7aa3b20f9,Aries and Musca Borealis,Sidney Hall,1824–5,1200,842,"astrology,astronomy,celestial,zodiac",have
libra__55ba915a.jpg,55ba915a-9313-462e-8ad2-76f27768c3e4,Libra,Sidney Hall,1824-5,1200,833,"astrology,astronomy,celestial,stars,zodiac",have
gemini__532f6732.jpg,532f6732-e105-4eb5-b800-c3becb4e7fad,Gemini,Sidney Hall,1824-5,1200,829,"astrology,astronomy,celestial,zodiac",have
the-unicorn-canis-minor__53e3e55c.jpg,53e3e55c-92b3-4111-973d-08b18cc16125,"The Unicorn, Canis Minor",Sidney Hall,1824-5,1200,842,"astrology,astronomy,celestial,stars,zodiac",have
gloria-frederici-andromeda__62ace4f5.jpg,62ace4f5-2354-4ee5-81d9-e783346cfedc,"Gloria Frederici, Andromeda",Sidney Hall,1824-5,827,1200,"astrology,astronomy,celestial,zodiac",have
the-lizard-swan-lyre-fox-and-anser__703a08d3.jpg,703a08d3-0a03-4efd-895a-5a8ddc833ed8,"The Lizard, Swan, Lyre, Fox and Anser",Sidney Hall,1824-5,1200,833,"astrology,astronomy,celestial,zodiac",have
the-eridanus-river-whale-sculptor__eea333fd.jpg,eea333fd-610c-4662-b12a-aeed396c376f,"The Eridanus, River, Whale, Sculptor",Sidney Hall,1824-5,1200,829,"astrology,astronomy,celestial,zodiac",have
aurora-borealis-presbyterian-mission-at-point-barrow-alaska__741e81f7.jpg,741e81f7-3d54-470a-9b33-fdbe26709d61,"Aurora Borealis, Presbyterian Mission at Point Barrow, Alaska",,1908,830,1280,celestial,have
view-of-the-aurora-borealis-at-20h-48-m__79610023.jpg,79610023-caf3-4d00-8033-9c382cf7e358,View of the Aurora Borealis at 20h 48 m,,ca. 1894–9,1200,1136,celestial,have
diagram-of-the-human-mind__151a669e.jpg,151a669e-5c4f-4717-9b59-d03cebccf14f,Diagram of the Human Mind,Robert Fludd,1617,726,1200,celestial,have
subterranean-fires__56524ef1.jpg,56524ef1-93de-4d58-a099-63c536cb33b7,Subterranean Fires,Athanasius Kircher,1678,1200,970,celestial,have
paradise-lost-book-3-line-365__ea8e9538.jpg,ea8e9538-ac78-40e7-9baf-c97196c0b28b,"Paradise Lost: Book 3, Line 365",John Martin,1827,1024,725,celestial,have
paradise-lost-book-4-line-813__f6ac521d.jpg,f6ac521d-7bae-42a2-8da7-47ba00e0a7b4,"Paradise Lost: Book 4, Line 813",John Martin,1827,1024,696,celestial,have
untitled__170ad5ea.jpg,170ad5ea-5a96-4dc5-90c4-a8e0a527fa5c,,August Strindberg,1893–4,1484,1032,celestial,have
untitled__2d5e402e.jpg,2d5e402e-1108-4540-aaec-60e1fa0b007a,,August Strindberg,1893–4,1470,1026,celestial,have
untitled__374fe880.jpg,374fe880-2440-49eb-946b-74084f62a1d2,,August Strindberg,1893–4,1520,1080,celestial,have
untitled__55c6a484.jpg,55c6a484-7d85-4b46-852f-1ff2c4505dde,,August Strindberg,1893–4,1512,1076,celestial,have
untitled__7ac9c83a.jpg,7ac9c83a-22cf-4995-a43d-4e7e0b84e4db,,August Strindberg,1893–4,1500,999,celestial,have
untitled__8a6121ab.jpg,8a6121ab-289b-4a07-9d5d-cb1844243e8e,,August Strindberg,1893–4,1500,1014,celestial,have
untitled__925de3b7.jpg,925de3b7-93b8-4fc4-a924-62d04bd44733,,August Strindberg,1893–4,1516,1076,celestial,have
untitled__c15cb4d4.jpg,c15cb4d4-c7a6-493b-8912-cf2d9d0e17b5,,August Strindberg,1893–4,1481,1024,celestial,have
untitled__d94297c6.jpg,d94297c6-3069-41ae-8340-92a42eca2881,,August Strindberg,1893–4,1500,916,celestial,have
untitled__fd89f859.jpg,fd89f859-567f-4e75-afa8-353210eb9299,,August Strindberg,1893–4,1500,1009,celestial,have
la-peri__6441c8ec.jpg,6441c8ec-5624-4273-9eab-5bf18b1d0e35,La Peri,Gustave Moreau,1865,637,900,celestial,have
the-fan-of-iris__2d7bf23f.jpeg,2d7bf23f-a1d3-497b-9e17-cb04b6d78926,The Fan of Iris,J. J. Grandville,1844,983,1200,celestial,have
a-conjugal-eclipse__01622602.jpeg,01622602-8c5e-4f45-ab6b-28dd1c0c5257,A Conjugal Eclipse,J. J. Grandville,1844,972,1200,celestial,have
a-bridge-leads-from-one-world-to-the-next__1e97265a.jpg,1e97265a-4e38-4643-9da2-dc43954694b0,A Bridge Leads from One World to the Next,J. J. Grandville,1844,1200,780,"astronomy,celestial",have
map-of-the-winds__2ad0877c.jpg,2ad0877c-b797-4bb7-a082-9a1f2c476b34,Map of the Winds,Jan Janssonius,1650,1200,959,celestial,have
dream__6bd2e9b2.jpg,6bd2e9b2-030d-437f-b579-2b65ff1b1cd6,Dream,Odilon Redon,ca. 1880,830,1200,celestial,have
behemoth-and-leviathan-from-illustrations-of-the-book-of-job__67882798.jpg,67882798-8c7a-4d44-acb4-5a342c2bd637,"Behemoth and Leviathan, from Illustrations of the Book of Job, 1825-26",William Blake,ca. 1825,947,1200,celestial,have
behemoth-and-leviathan__beed9487.jpeg,beed9487-5222-4f10-9542-c93103769816,Behemoth and Leviathan,William Blake,ca. 1805,720,1024,celestial,have
the-creation__7eeae0b0.jpeg,7eeae0b0-09c7-45b8-b5a6-205233465197,The Creation,William Blake,ca. 1805,646,1024,"celestial,stars",have
america-a-prophecy-plate-1__ed5f81e3.jpeg,ed5f81e3-9ca3-4eba-a333-fce38265614d,"America a Prophecy, Plate 1",William Blake,1793,734,1024,celestial,have
jerusalem-plate-100__b7852261.jpeg,b7852261-ffa6-4ad7-b5c3-2a33a235c07f,"Jerusalem, Plate 100",William Blake,1804 to 1820,1280,889,celestial,have
celestial-chart__5ab8cbc9.jpeg,5ab8cbc9-3397-4d76-8544-3e584604a2d0,Celestial Chart,Tobias Conrad Lotter,ca. 1772,1222,1024,"astronomy,celestial",have
tycho-and-its-surroundings__62e54a16.jpg,62e54a16-fb88-47c5-93d7-6e321aaa954e,Tycho And Its Surroundings,James Nasymth,1874,770,1024,"astronomy,celestial,moon",have
wargentin__9cd5d544.jpg,9cd5d544-8c86-429c-be66-00be175300bf,Wargentin,James Nasymth,1874,762,1024,"astronomy,celestial,moon",have
the-troll-was-quite-willing-and-before-long-he-fell-asleep-a__04a2d9b0.jpg,04a2d9b0-0528-44f0-961a-b08bda3dd930,"The Troll was quite willing, and before long he fell asleep and began snoring.",Kay Nielsen,1922,561,799,celestial,have
aratus-model-of-the-universe__122870e5.jpeg,122870e5-643e-4c5b-9810-a91f195a7bf2,Aratus' Model of the Universe,Andreas Cellarius,1660,1203,1024,"astrology,astronomy,celestial,zodiac",have
ptolemaic-view-of-the-universe__216fa04b.jpg,216fa04b-52f3-4c90-a291-52f1fa7760d8,Ptolemaic View of the Universe,Andreas Cellarius,1660,1145,985,"astronomy,celestial",have
northern-celestial-hemisphere__544fe7a7.jpg,544fe7a7-75b4-4d4d-9839-702427f55f62,Northern Celestial Hemisphere,Andreas Cellarius,1660,1200,1020,"astrology,astronomy,celestial,zodiac",have
copernican-system-of-the-universe__bd110d92.jpg,bd110d92-44b4-4c75-9539-98b84218f876,Copernican System of the Universe,Andreas Cellarius,1660,1200,1028,"astrology,astronomy,celestial,sun,zodiac",have
selenographic-phases-of-the-moon__c1abe68d.jpg,c1abe68d-2f14-4c45-8dc9-695f14048e96,Selenographic Phases of the Moon,Andreas Cellarius,1660,1200,1016,"astronomy,celestial,moon",have
southern-celestial-hemisphere__f1c68175.jpg,f1c68175-7df7-4b34-a1cf-e6ad0d873d49,Southern Celestial Hemisphere,Andreas Cellarius,1660,1200,1028,"astrology,astronomy,celestial,zodiac",have
top-diagram-of-the-planetary-orbits-and-zodiac-bottom-diagra__f6616218.jpg,f6616218-c254-45b9-8650-c74f28133ece,Top: Diagram of the planetary orbits and zodiac; Bottom: Diagram of the planet cycles.,,late 12th century,606,1024,"astrology,astronomy,celestial",have
a-map-of-all-the-earth-and-how-after-the-flood-it-was-divide__51f65ccd.jpg,51f65ccd-6758-4d8a-9a35-20cd396a38b0,A Map of all the EARTH and how after the Flood it Was Divided among the Sons of Noah,Joseph Moxon,1711,1000,774,celestial,have
the-holy-altars__c0c9f565.jpg,c0c9f565-861f-489a-9ca1-d36eea58c9ab,The Holy Altars,George Psalmanazar,1704,760,1292,"celestial,moon,stars,sun",have
untitled__68858bc5.jpg,68858bc5-5974-4d46-8a03-2551f5fed312,,Camille Flammarion,1894,630,918,"celestial,moon",have
untitled__61c0edb9.jpg,61c0edb9-eec8-4675-ac6d-4402969c0120,,Camille Flammarion,1894,700,984,"celestial,stars",have
like-a-charge-of-shot-upon-a-meadow-lark__0a4362cb.jpg,0a4362cb-7681-40fb-813c-241e75e1a31e,"""Like a Charge of Shot Upon a Meadow Lark.""",Camille Flammarion,1894,648,788,celestial,have
nothing-could-equal-the-splendor__5eb7e537.jpg,5eb7e537-d3ed-4d50-8ba1-40de7d3573dc,Nothing Could Equal the Splendor,Émile-Antoine Bayard,1870,539,800,"celestial,moon,sky,stars",have
it-s-the-moon-s-fault__66a5964a.jpg,66a5964a-e09d-4041-94e0-3ec3642f9e1a,It's the Moon's Fault,Émile-Antoine Bayard,1870,546,800,"astronomy,celestial,moon,stars",have
he-could-see-it-all__87656e07.jpg,87656e07-401c-4b50-be0e-793bfaff941d,He Could See It All,Émile-Antoine Bayard,1870,536,800,"celestial,moon,stars",have
what-a-spectacle__bd6339b5.jpg,bd6339b5-2dfd-4ad8-8620-430e294f75e0,What a Spectacle,Émile-Antoine Bayard,1870,540,800,"celestial,moon,stars",have
this-plain-would-be-nothing-but-an-immense-ossuary__b655fd12.jpg,b655fd12-196b-407a-9c34-49dc413540d3,This Plain Would Be Nothing But an Immense Ossuary,Émile-Antoine Bayard,1870,541,800,"celestial,moon,stars",have
title-page-image-from-john-dee-s-em-the-general-and-rare-mem__294ea06b.jpg,294ea06b-e8fe-439a-911c-29984cf7f87d,"Title page image from John Dee's <em>The General and Rare Memorials pertayning to the Perfect Arte of Navigation</em> (1577) one of the first texts to express the idea of the ""British Empire"". The illustration was designed by Dee himself and shows Elizabeth at the helm of a ship (top right), in charge of Britain’s imperial destiny.",John Dee,1577,957,1024,celestial,have
untitled__c58ec59e.jpg,c58ec59e-beeb-4b2c-afb4-c85762beac9b,,Théodore Marcile,1609,741,1280,celestial,have
star-cluster-in-hercules__3754eb04.jpg,3754eb04-fb80-4389-8952-64d413a6c8db,Star Cluster in Hercules,Étienne Léopold Trouvelot,1882,952,773,"astronomy,celestial,stars",have
part-of-the-milky-way__4903d204.jpg,4903d204-6442-427e-a7aa-08a36a95ad31,Part of the Milky Way,Étienne Léopold Trouvelot,1882,586,800,"astronomy,celestial,stars",have
partial-eclipse-of-the-moon__8893e6ab.jpg,8893e6ab-b388-4c23-9824-5a242670afb3,Partial Eclipse of the Moon,Étienne Léopold Trouvelot,1882,586,799,"astronomy,celestial,moon",have
the-great-nebula-in-orion__9df7008f.jpg,9df7008f-34eb-4c6d-98cb-3a65f51db2f5,The GREAT NEBULA in ORION,Étienne Léopold Trouvelot,1882,972,787,"astronomy,celestial",have
the-planet-saturn__cdcdb749.jpg,cdcdb749-a0ba-4fbc-a552-99e5eaac789b,The Planet Saturn,Étienne Léopold Trouvelot,1882,950,786,"astronomy,celestial",have
mare-humorum__e932689c.jpg,e932689c-2a0b-4252-b708-3416144cb7ab,Mare Humorum,Étienne Léopold Trouvelot,1882,969,793,"astronomy,celestial,moon",have
total-eclipse-of-the-sun__e08f7f90.png,e08f7f90-a250-4b7d-9afe-f3b8a754fb38,Total Eclipse of the Sun,Étienne Léopold Trouvelot,1882,985,803,"astronomy,celestial,moon,sun",have
the-november-meteors__faed5931.jpg,faed5931-c014-49c3-9337-6147d5a6f0a2,The November Meteors,Étienne Léopold Trouvelot,1882,591,800,"astronomy,celestial",have
a-juggler-of-worlds__3608ac54.jpg,3608ac54-4339-4583-99e2-3447dd1ae8c2,A Juggler of Worlds,J. J. Grandville,1844,502,640,celestial,have
virgin-sophia__4cb1a87e.jpg,4cb1a87e-c119-4338-83fe-24e577957787,Virgin Sophia,,ca. 1735,489,799,"astronomy,celestial",have
alchemical-image__9facd30d.jpg,9facd30d-ebce-42d7-ac66-e8968d889c0d,Alchemical image,,15th century,552,800,celestial,have
alchemical-stage__ac050e5c.jpg,ac050e5c-0599-4229-b038-7540fd201d83,Alchemical stage,,ca. 18th century,604,800,celestial,have
celestial-apparition-over-nuremberg-on-april-14-1561__13e6b633.jpg,13e6b633-9551-48a1-8dc8-87f8139fdf97,"Celestial apparition over Nuremberg on April 14, 1561.",,1561,800,900,"celestial,sun",have
untitled__7b3a2d5d.jpg,7b3a2d5d-627f-4796-aac6-30f2c5902919,,Anne Wagner,1795-1834,1731,434,celestial,have
photo-from-apollo-11-mission__4b179e1c.jpg,4b179e1c-c243-4971-8229-fc517532d68e,Photo from Apollo 11 mission,NASA,1969,1200,1200,"celestial,moon,space",have
photo-from-apollo-11-mission__4b1c5e37.jpg,4b1c5e37-7e8d-477b-8f11-3375aad864c3,Photo from Apollo 11 mission,NASA,1969,1200,1200,"celestial,moon",have
the-parable-of-the-wise-and-foolish-virgins__241e0077.jpg,241e0077-97a5-409c-a046-c521874f7607,The Parable of the Wise and Foolish Virgins,William Blake,1825,1000,1193,celestial,have
great-comet-of-1744__36563aa4.jpg,36563aa4-484c-44a9-be0f-09ee2fbbd4b1,Great Comet of 1744,,1861,800,645,"astronomy,celestial,sky,space,stars",have
principal-comets__5d373755.jpg,5d373755-deb0-41f6-b4b7-65f7fda700fe,Principal Comets,,1875,800,521,"astronomy,celestial,space",have
