file,uuid,title,artist,date,w,h,tags,status
shooting-stars__69bed839.jpg,69bed839-6929-43aa-a168-b774731204be,Shooting Stars,,1875,600,970,"astronomy,celestial,space",have
illustration-from-a-1587-treatise-on-comets-and-meteors-crea__8ad8e3f0.jpg,8ad8e3f0-81b1-4a3e-8905-ce2187f03325,"Illustration from a 1587 treatise on comets and meteors, created anonymously in Flanders (now northern France) and known as the *Kometenbuch*.",,1587,800,954,"astronomy,celestial,space",have
aerolite-observed-on-the-11th-june-1867__971649a3.jpg,971649a3-50ec-4bb8-84b9-ebb0c94582ae,Aerolite observed on the 11th June 1867,,1875,800,519,"astronomy,celestial,sky,space,stars",have
comets__98f3bc4e.jpg,98f3bc4e-2371-4730-9c9e-11239fd15876,Comets,Anonymous,1835,1522,1200,"astronomy,celestial,space",have
illustration-from-a-1587-treatise-on-comets-and-meteors-crea__045fa8cf.jpg,045fa8cf-fc6c-4748-9402-8e89ad0a6f75,"Illustration from a 1587 treatise on comets and meteors, created anonymously in Flanders (now northern France) and known as the *Kometenbuch*.",,1587,800,902,"astronomy,celestial,space",have
principal-comets__a70866cc.jpg,a70866cc-0fbe-420b-b0a6-91b2382c5db5,Principal Comets,,1875,800,521,"astronomy,celestial,space",have
the-figure-of-a-fearful-comet__b026f77e.jpg,b026f77e-9e6e-4f90-a50c-f21520941473,The Figure of a Fearful Comet,,1579,500,703,"astronomy,celestial,space",have
the-sun-moon-stars-and-earth-transposed__fd2c162d.jpg,fd2c162d-e626-4776-963c-cded74df5532,"The sun, moon, stars, and earth transposed",,18th century,780,540,"celestial,moon,stars,sun",have
untitled__364ab41d.jpg,364ab41d-3c59-4007-8fb0-3c54a6744196,,Daniel de La Feuille,1699,2021,2727,celestial,have
untitled__566f7780.jpg,566f7780-27bb-40b8-9222-ffef39bb622c,,Daniel de La Feuille,1699,2012,2710,celestial,have
untitled__55d7653b.jpg,55d7653b-8b09-4aee-a6dd-1cd6ff868561,,Daniel de La Feuille,1699,2007,2610,"celestial,sun",have
untitled__777db0ac.jpg,777db0ac-95f5-4981-a571-2d1faf917671,,,1882,513,369,"astronomy,celestial,stars",have
diagram-illustrating-the-true-key-to-ancient-cosmology-and-m__819868ff.jpeg,819868ff-bc73-45f1-8073-94660abbd1e6,Diagram Illustrating the True Key to Ancient Cosmology and Mythical Geography,,1885,2352,3236,celestial,have
southern-hemisphere__220488cb.jpg,220488cb-53c0-4f90-a08b-8c6f65809af4,Southern Hemisphere,John Flamsteed,1795,850,680,"astrology,astronomy,celestial",have
cancer__258bfcc6.jpg,258bfcc6-7c3f-4468-94b7-d0137b101f69,Cancer,John Flamsteed,1795,850,680,"astrology,astronomy,celestial,stars,zodiac",have
the-lyre-the-swan-the-lizard-the-fox__27c93b0a.jpg,27c93b0a-38aa-4587-b22c-7280ef21daad,"The Lyre, The Swan, The Lizard, The Fox",John Flamsteed,1795,850,681,"astrology,astronomy,celestial,stars,zodiac",have
hercules-the-crown__8c906732.jpg,8c906732-f3f9-47e8-96ad-20e95b58c197,"Hercules, The Crown",John Flamsteed,1795,850,702,"astrology,astronomy,celestial",have
the-ophiuchus-and-the-serpent__8f6a7467.jpg,8f6a7467-1706-4acc-a3c3-3de967fdd56e,The Ophiuchus and the Serpent,John Flamsteed,1795,850,672,"astrology,astronomy,celestial",have
the-great-bear__9836ffa1.jpg,9836ffa1-cfb2-4988-8919-69e2337e7bf5,The Great Bear,John Flamsteed,1795,850,671,"astrology,astronomy,celestial,stars",have
pisces__ed42c74e.jpg,ed42c74e-ea28-4a06-bd7b-9fbc323cc6ac,Pisces,John Flamsteed,1795,850,680,"astrology,astronomy,celestial,stars,zodiac",have
the-lion__e8a01962.jpg,e8a01962-6b13-4bc9-9be3-5d55729bc39f,The Lion,John Flamsteed,1795,850,680,"astrology,astronomy,celestial,stars",have
virgo__f64285d6.jpg,f64285d6-fb0c-4031-9870-2ec37ad86755,Virgo,John Flamsteed,1795,850,702,"astrology,astronomy,celestial,zodiac",have
transit-of-venus__1731615c.jpg,1731615c-13e2-49b6-9b69-13ca3348681e,Transit of Venus,Naval Observatory and Transit of Venus Commission,1882,500,500,"astronomy,celestial,space,sun",have
transit-of-venus__2e2b10c3.jpg,2e2b10c3-cbe4-49d7-9141-bcf403291af3,Transit of Venus,Naval Observatory and Transit of Venus Commission,1882,500,500,"astronomy,celestial,space,sun",have
transit-of-venus__3e507f0e.jpg,3e507f0e-627d-4276-a93c-c093f436613a,Transit of Venus,Naval Observatory and Transit of Venus Commission,1882,500,500,"astronomy,celestial,moon,space,sun",have
transit-of-venus__447881cc.jpg,447881cc-c636-4f20-b7b5-225f327fec84,Transit of Venus,Naval Observatory and Transit of Venus Commission,1882,500,500,"astronomy,celestial,space,sun",have
transit-of-venus__88190423.jpg,88190423-24ee-44d6-8d48-4cb355d57ece,Transit of Venus,Naval Observatory and Transit of Venus Commission,1882,500,500,"astronomy,celestial,moon,space,sun",have
transit-of-venus__b0be0b77.jpg,b0be0b77-9d38-4dc4-bc18-f602f92b1f9e,Transit of Venus,Naval Observatory and Transit of Venus Commission,1882,500,500,"astronomy,celestial,space,stars,sun",have
names-of-the-winds-representing-the-six-languages__5b13169a.jpg,5b13169a-cb99-45e3-944e-9db447cdb82d,Names of the Winds Representing the Six Languages,Jan Jansson,1650,750,599,celestial,have
illustration-from-the-first-volume-of-robert-fludd-s-i-utriu__a148815f.jpeg,a148815f-9c64-41a3-b4ab-93a4d81132c9,"Illustration from the first volume of Robert Fludd's <i>Utriusque Cosmi <span class=""special__no-break"">. . .</span> Historia</i>, 1617.",Robert Fludd,1617,1935,1932,"astronomy,celestial",have
the-wholeness-of-nature-reflected-in-the-mirror-of-art__c0c1f51e.jpeg,c0c1f51e-dc21-4115-9ca4-e32cd9cfdb0f,The Wholeness of Nature Reflected in the Mirror of Art,Robert Fludd,1617,8061,8206,celestial,have
prodigious-apparitions-in-the-sky-three-suns__1c49d925.jpg,1c49d925-e1ad-453d-89db-502574744686,"Prodigious apparitions in the sky, three suns",,1559,2761,3019,"astrology,astronomy,sky,stars,sun",have
comet-with-impression-and-shape-of-a-bent-arm-holding-a-swor__1f1de55e.jpg,1f1de55e-5108-4643-a8c5-5f4fce4f02c1,Comet with impression and shape of a bent arm holding a sword in its hand,,1559,2668,2628,"astrology,astronomy,sky",have
leonid-meteor-shower-over-niagara-falls__7b675a2c.jpg,7b675a2c-abeb-42ce-b98f-3772e7b47a1b,Leonid Meteor Shower over Niagara Falls,Anonymous,1892,1069,1500,astronomy,have
northern-lights-and-a-secondary-solar-phenomenon-seen-over-v__109c6866.jpeg,109c6866-89bd-402f-8979-54e75ed8c6ad,"Northern Lights and a secondary solar phenomenon, seen over Vienna, 1557.",,1557,6404,5208,astronomy,have
the-comet-that-appeared-over-augsburg-in-november-1577__14f2d55d.jpeg,14f2d55d-d158-401b-8f5f-a378cf7bd1ee,"The comet that appeared over Augsburg in November, 1577.",,1577,5155,6404,astronomy,have
orbs-and-rainbows-circling-the-sun-in-nuremberg-1580-detail__13f7e825.jpeg,13f7e825-e9af-47d2-b4e8-d6881c931c6e,"Orbs and rainbows circling the sun in Nuremberg, 1580 (detail)",,,1500,1128,"astronomy,sun",have
northern-lights-phenomenon-over-eggolsheim-near-forchheim-on__33734eaa.jpeg,33734eaa-ddca-44a7-abc6-42ab11a71a25,"Northern lights phenomenon over Eggolsheim near Forchheim on December 28, 1560.",,1560,4392,6372,astronomy,have
celestial-apparition-from-1586-over-the-north-bohemian-town-__365867a3.jpeg,365867a3-f260-4a19-92b9-2b6deab1c5ea,Celestial apparition from 1586 over the North Bohemian town of Tachau.,,1586,4563,6500,astronomy,have
terrifying-celestial-phenomena-that-were-seen-between-mansfe__492afd7d.jpeg,492afd7d-b45e-4d36-8aad-a7d98df99347,"“Terrifying” celestial phenomena that were seen between Mansfeld and Eisleben on February 27, 1561.",,1561,4216,4990,astronomy,have
a-terrifying-vision-and-miraculous-sign-on-march-1-1564-betw__46f7218e.jpeg,46f7218e-c1c9-4ea6-ab6f-739703f1afc1,"“A terrifying vision and miraculous sign” on March 1, 1564 between Mechelen and Brussels.",,1564,4961,6046,astronomy,have
miraculous-sign-seen-in-the-sky-near-the-village-of-old-knin__5c2fc544.jpeg,5c2fc544-4d17-4f5b-930f-d9fdbe34a74f,"Miraculous sign seen in the sky near the village of Old Knin near Prague on August 16, 1580.",,1580,5240,6341,astronomy,have
report-of-the-apparition-on-march-2-1561-in-nuremberg-detail__638a4f0f.jpeg,638a4f0f-d600-4a84-a2b3-39221a6d542b,"Report of the apparition on March 2, 1561 in Nuremberg (detail)",,1561,1500,1514,"astronomy,moon,sun",have
depiction-of-a-celestial-apparition-with-rain-of-blood-and-a__70e9f25a.jpeg,70e9f25a-4f50-4a2e-a7ea-233edbb39743,Depiction of a celestial apparition with rain of blood and a heraldic eagle missing part of its lower body.,,1550,4832,6475,astronomy,have
northern-lights-phenomenon-on-the-night-of-july-24-1554-over__73b24bec.jpeg,73b24bec-9d24-473b-a55e-8a36e626f3b6,"Northern lights phenomenon on the night of July 24, 1554 over Waldeck Castle near Kemnath.",,1554,4272,5907,astronomy,have
report-on-an-ominous-apparition-in-the-sky-of-lonnerstadt-ne__73243591.jpeg,73243591-f4e8-4e6b-8f86-29a2d0996b3f,"Report on an ominous apparition in the sky of Lonnerstadt near Erlangen, 1558.",,1558,5960,3932,astronomy,have
report-of-a-northern-lights-phenomenon-observed-over-nurembe__7e2ff84d.jpeg,7e2ff84d-56ff-4915-8892-446605b7094f,"Report of a northern lights phenomenon observed over Nuremberg on December 28, 1560.",,1560,6207,4318,astronomy,have
halo-apparition-in-april-1583-over-nuremberg-and-the-surroun__7697e9a2.jpeg,7697e9a2-fbcd-4f0f-a444-3953aaab9c58,Halo apparition in April 1583 over Nuremberg and the surrounding area.,,1583,5208,6766,astronomy,have
sky-apparition-over-altdorf-with-a-red-and-a-yellow-sun-1578__096369e1.jpeg,096369e1-6f48-4487-9ca7-6a186883a57e,"Sky apparition over Altdorf with a red and a yellow sun, 1578.",,1578,5356,7133,astronomy,have
report-on-the-blood-red-colored-water-in-the-ditch-around-th__0b39ab64.jpeg,0b39ab64-1205-4c84-abbc-7c0d0405e175,Report on the blood-red colored water in the ditch around the town of Beilstein (Württemberg) in August 1583.,,1583,4776,5616,astronomy,have
aurora-borealis-seen-at-augsburg-on-september-10-1580__a4fe0def.jpeg,a4fe0def-d098-4c81-955f-51ed255d04d3,"Aurora borealis, seen at Augsburg on September 10, 1580.",,1580,5111,6740,"astronomy,sky",have
celestial-phenomena-observed-in-the-mansfeld-region-of-germa__b3bc53c4.jpeg,b3bc53c4-226b-43b0-822d-5de7f931d816,"Celestial phenomena observed in the Mansfeld region of Germany on February 27, 1561.",,1561,3626,5301,astronomy,have
halo-or-secondary-sun-apparition-over-the-elbe-on-march-21-1__ce1d1875.jpeg,ce1d1875-0bee-469d-bef1-5db0e93c3777,"Halo or secondary sun apparition over the Elbe on March 21, 1551.",,1551,3552,6152,astronomy,have
report-of-the-apparition-on-march-2-1561-in-nuremberg__cfd5f345.jpeg,cfd5f345-42aa-4bfa-b91a-f41e32da7303,"Report of the apparition on March 2, 1561 in Nuremberg.",,1561,4319,6043,"astronomy,moon,sun",have
celestial-apparition-over-nuremberg-on-april-14-1561-detail__cd7b2a64.jpeg,cd7b2a64-d193-45bc-979b-6196300e2866,"Celestial apparition over Nuremberg on April 14, 1561 (detail)",,1561,6537,4670,"astronomy,sun",have
a-report-of-a-nocturnal-celestial-apparition-1554__df11bfcf.jpeg,df11bfcf-c1b8-4881-a3ca-39f70826945f,"A report of a nocturnal celestial apparition, 1554.",,1554,3840,5515,astronomy,have
northern-lights-phenomenon-that-moved-toward-plassenburg-in-__e9509eba.jpeg,e9509eba-10e7-4030-b167-bbd53795bcc3,"Northern lights phenomenon that moved toward Plassenburg in Vogtland on December 28, 1560.",,1560,5959,4180,astronomy,have
report-of-northern-lights-over-nuremberg-on-january-17-1572__e3369808.jpeg,e3369808-d30c-436c-aebc-135b3a80886f,"Report of northern lights over Nuremberg on January 17, 1572.",,1572,5448,6262,"astronomy,sky",have
celestial-phenomenon-seen-over-leipzig-on-february-19-1564__f8e8b5b3.jpeg,f8e8b5b3-e434-4849-929d-8c9f33c79b3b,"Celestial phenomenon seen over Leipzig on February 19, 1564.",,1564,4218,5775,astronomy,have
frontispiece-from-smith-s-illustrated-astronomy__271286e9.jpg,271286e9-ca2e-4738-adfe-3de8f2348e7f,Frontispiece from *Smith's Illustrated Astronomy*,Asa Smith,1849,1005,1200,"astronomy,stars",have
sun-earth-and-moon__e9e4ffa6.jpg,e9e4ffa6-319a-4f82-b269-2cdfe4434f35,"Sun, Earth and Moon",Vincent Laurensz. van der Vinne (II),1714,1200,971,"astronomy,moon",have
solar-system-quilt__fa3bf009.jpg,fa3bf009-8700-48b1-8867-bc6c0a8151c0,“Solar System” Quilt,Ellen Harding Baker,1876–ca. 1883,1400,1160,"astronomy,stars,sun",have
the-system-of-jupiter__27c71151.jpeg,27c71151-4b42-4010-b55b-9a48cb97fddf,The System of Jupiter,Agnes Giberne,1898,981,1014,"astronomy,space,stars",have
the-earth-as-seen-from-the-moon__2a6a4b1c.jpeg,2a6a4b1c-3cd6-4cb7-8a45-79d36793061a,The Earth as Seen From the Moon,Agnes Giberne,1898,1014,1662,"astronomy,moon,space,stars",have
the-solar-system__2468b413.jpeg,2468b413-3094-4aeb-b38b-131076355bf9,The Solar System,Agnes Giberne,1898,946,1224,"astronomy,moon,space,stars,sun",have
lunar-eruption-feeble-action__44ebbbd9.jpeg,44ebbbd9-279e-4b8e-a2ef-822f341f8082,Lunar Eruption — Feeble Action,Agnes Giberne,1898,972,708,"astronomy,moon,space",have
orbits-of-nine-comets-captured-by-jupiter__6ac8b80d.jpeg,6ac8b80d-735d-41c4-846c-12c6bcc9ba91,Orbits of Nine Comets Captured by Jupiter,Agnes Giberne,1898,939,1104,"astronomy,space,stars",have
phases-of-mercury-before-inferior-conjunction-evening-star__726e884b.jpeg,726e884b-ad00-44e5-8787-a2a0ffa23ef8,Phases of Mercury Before Inferior Conjunction — Evening Star,Agnes Giberne,1898,969,480,"astronomy,moon,space,stars",have
stars-whose-distances-are-best-known__0347f0a1.jpeg,0347f0a1-a134-484f-b919-d29bae3c2683,Stars Whose Distances Are Best Known,Agnes Giberne,1898,969,1002,"astronomy,space,stars",have
passage-of-the-comet-of-1843-close-to-the-sun__096ec642.jpeg,096ec642-4723-4e20-b27d-b30179a60215,Passage of the Comet of 1843 Close to the Sun,Agnes Giberne,1898,1008,1059,"astronomy,space,stars,sun",have
the-moon-an-expired-planet__a62e07cf.jpeg,a62e07cf-b88e-48be-bd44-a2d2ae6ce87b,The Moon — An Expired Planet,Agnes Giberne,1898,1101,1206,"astronomy,moon,space",have
meteor-emerging-from-behind-a-cloud__a0a792ee.jpeg,a0a792ee-6fb3-4e40-aa8f-52e300a32984,Meteor Emerging From Behind a Cloud,Agnes Giberne,1898,975,762,"astronomy,space,stars",have
great-comet-of-1744__bdbcdc5e.jpeg,bdbcdc5e-ae5f-4a0a-b7f4-7d0116cc8c50,Great Comet of 1744,Agnes Giberne,1898,747,1185,"astronomy,moon,space,stars,sun",have
lunar-eruption-brisk-action__ce09e72e.jpeg,ce09e72e-ba5c-4eb7-9143-c744f8b2b12c,Lunar Eruption — Brisk Action,Agnes Giberne,1898,975,705,"astronomy,moon,space",have
a-solar-eruption__c181af03.jpeg,c181af03-c243-403a-86c7-72ee318164df,A Solar Eruption,Agnes Giberne,1898,753,612,"astronomy,space,stars,sun",have
a-typical-sun-spot__d9961afd.jpeg,d9961afd-6960-4678-be3e-15e02b6e00ff,A Typical Sun-Spot,Agnes Giberne,1898,876,1035,"astronomy,space,stars,sun",have
comparative-size-of-the-planetary-worlds__ef2c7602.jpeg,ef2c7602-f787-4072-9365-6b5b048f33c3,Comparative Size of the Planetary Worlds,Agnes Giberne,1898,1053,1224,"astronomy,space",have
sun-flames__f0e6669e.jpeg,f0e6669e-7acc-4d52-be41-b37093e7b52f,Sun-Flames,Agnes Giberne,1898,603,804,"astronomy,space,stars,sun",have
cover-of-anton-pannekoek-s-i-marxism-and-darwinism-i__cf70d316.jpeg,cf70d316-0552-41d3-8143-9cd0e0cba356,Cover of Anton Pannekoek's <i>Marxism and Darwinism</i>,,1912,884,1342,"astronomy,stars",have
fastigium-aryn-october-1894__1f6784da.jpg,1f6784da-1a62-4d96-85f0-2fa28e3a1802,"Fastigium Aryn, October 1894",Percival Lowell,1895,1960,2080,astronomy,have
drawings-after-opposition__24fec2d8.jpg,24fec2d8-9d53-4116-83a5-d8acd2c37c12,Drawings After Opposition,A. E. Douglas,1895,2196,3540,astronomy,have
mars-longitude-270-on-the-meridian__21600765.jpg,21600765-bc55-4600-917e-1abba2fb48e3,Mars: Longitude 270° on the Meridian,Percival Lowell,1895,1968,2120,astronomy,have
mars-longitude-210-on-the-meridian__20af46b7.jpg,20af46b7-56a9-47e1-9fa7-25ec96bdb0dc,Mars: Longitude 210° on the Meridian,Percival Lowell,1895,1948,2072,astronomy,have
mars-longitude-150-on-the-meridian__51d3ceb5.jpg,51d3ceb5-14c2-4cec-8eb9-953184c1ce75,Mars: Longitude 150° on the Meridian,Percival Lowell,1895,1988,2100,astronomy,have
hemisphere-showing-the-oasis-called-ascraeus-lucus__5dd61741.jpg,5dd61741-08eb-483a-bcd2-19b3f6d282f4,Hemisphere Showing the Oasis Called Ascraeus Lucus,Percival Lowell,1908,2092,2204,astronomy,have
lacus-phoenicis__6416ea0a.jpg,6416ea0a-4d52-4bc8-86a7-3517d0d94a9b,Lacus Phoenicis,Percival Lowell,1895,2008,2120,astronomy,have
hesperia-showing-seasonal-change-during-1894__7d85c30d.jpg,7d85c30d-8eda-4926-bda2-af085e38e154,Hesperia: Showing Seasonal Change During 1894,Percival Lowell,1895,3480,1432,astronomy,have
north-polar-cap__7c3e193f.jpg,7c3e193f-4502-4aec-9947-c8ae832cf800,North Polar Cap,Percival Lowell,1906,1773,1812,astronomy,have
sinus-titanum-gulf-of-the-titans-november-1894__9953f771.jpg,9953f771-4379-4b59-8b2c-08b7309ad172,"Sinus Titanum (Gulf of the Titans), November, 1894.",Percival Lowell,1895,2124,2130,astronomy,have
mars-longitude-60-on-the-meridian__01ebf6b5.jpg,01ebf6b5-1649-4790-a7fa-be3b2a35d27b,Mars: Longitude 60° on the Meridian,Percival Lowell,1895,2000,2092,astronomy,have
phison-and-euphrates__b703c579.jpg,b703c579-29e5-4453-9a1f-16d62bcdb73b,Phison and Euphrates,Percival Lowell,1895,1939,2142,astronomy,have
mars-longitude-120-on-the-meridian__b2a0e4cd.jpg,b2a0e4cd-00a4-4456-bf07-62b51c0240bd,Mars: Longitude 120° on the Meridian,Percival Lowell,1895,1992,2104,astronomy,have
mars-1905__bd2bf9da.jpg,bd2bf9da-a5ff-493e-9c83-ba851e5ee49f,Mars — 1905,Percival Lowell,1908,3148,1794,astronomy,have
sea-of-the-sirens-and-atlantis-at-the-opposition-of-1894__cfe55087.jpg,cfe55087-da48-418e-90e1-f40fb63350ff,Sea of the Sirens and Atlantis at the Opposition of 1894,Percival Lowell,1895,1628,3360,astronomy,have
mars-1905__c5077bc6.jpg,c5077bc6-9563-4e31-b58c-873dc00fb93a,Mars — 1905,Percival Lowell,1906,3972,2400,astronomy,have
miles__2f93ec93.jpg,2f93ec93-9e11-45d4-bfb8-ad492b32cdb3,Miles,,1587,800,953,astronomy,have
aurora__4f37404d.jpg,4f37404d-3dde-4892-8cc1-c2514545b203,Aurora,,1587,800,941,"astronomy,sky",have
silver__0d198de4.jpg,0d198de4-42ab-40f0-b47f-1ef3cfe0f495,Silver,,1587,800,924,"astronomy,sun",have
geben-or-tenaculum__0dc2c096.jpg,0dc2c096-7dfc-433a-bde4-cfaf39e16ed3,Geben or Tenaculum,,1587,800,948,"astronomy,sun",have
couzantes-stars__d150a76f.jpg,d150a76f-65d5-4e46-be98-e07c6774312c,Couzantes Stars,,1587,800,942,"astronomy,moon,sky",have
untitled__fc59c721.jpg,fc59c721-772e-44af-b917-6ca55ef0e1b9,,,1587,800,931,astronomy,have
capricorn__2d1e72bf.jpg,2d1e72bf-98aa-4bae-b796-23f9ebbf6308,Capricorn,Sidney Hall,1824-5,1200,830,"astrology,astronomy,stars,zodiac",have
lynx-and-telescopium-herschilii__39b9f22c.jpg,39b9f22c-0b74-4189-9a48-a6c7c44d2cbc,Lynx and Telescopium Herschilii,Sidney Hall,1824-5,1200,828,"astrology,astronomy,stars,zodiac",have
pisces__7f14efaf.jpg,7f14efaf-5f9b-4f6d-b24a-75d75f6aeef6,Pisces,Sidney Hall,1824-5,1200,835,"astrology,astronomy,stars,zodiac",have
scorpio__77430720.jpg,77430720-29b5-44f1-a4e1-0829c20cd4f6,Scorpio,Sidney Hall,1824-5,829,1200,"astrology,astronomy,stars,zodiac",have
leo-major-and-leo-minor__82b6bfaf.jpg,82b6bfaf-1b20-484a-b06a-2e6839a879cf,Leo Major and Leo Minor,Sidney Hall,1824-5,834,1200,"astrology,astronomy,stars,zodiac",have
hercules-and-corona-borealis__00d62eab.jpg,00d62eab-57f3-4d96-b267-97851659e282,Hercules and Corona Borealis,Sidney Hall,1824-5,1200,838,"astrology,astronomy,stars,zodiac",have
the-great-dog-hare-dove-noachi-and-sculptor__a2816eee.jpg,a2816eee-7809-4727-b1b8-03cbb31fa699,"The Great Dog, Hare, Dove, Noachi, and Sculptor",Sidney Hall,1824-25,1200,828,"astrology,astronomy,zodiac",have
the-charioteer__c4165213.jpg,c4165213-c4b9-4daf-9920-fc8b1c1f75ea,The Charioteer,Sidney Hall,1824-5,831,1200,"astrology,astronomy,stars,zodiac",have
taurus__c733cdf3.jpg,c733cdf3-94f5-400e-b9f9-957ea12f783c,Taurus,Sidney Hall,1824-5,1200,839,"astrology,astronomy,stars,zodiac",have
the-owl-crow-cup-sextant-hydra-cat__c7828e53.jpg,c7828e53-0d8a-48b2-9113-8f9c7fcd9efb,"The Owl, Crow, Cup, Sextant, Hydra, Cat",Sidney Hall,1824-5,1200,832,"astrology,astronomy,zodiac",have
dragon-and-ursa-minor__c9710064.jpg,c9710064-33aa-460e-81e5-ec342bd4fb96,Dragon and Ursa Minor,Sidney Hall,1824-5,832,1200,"astrology,astronomy,zodiac",have
perseus-and-the-head-of-medusa__d6bd62de.jpg,d6bd62de-e101-4af1-bc29-bf2608a7acee,Perseus and the head of Medusa,Sidney Hall,1824-5,1200,831,"astrology,astronomy,stars,zodiac",have
sagittarius-and-corona-australis__d45f3cc8.jpg,d45f3cc8-5c77-4c70-b88a-3497f2e4da72,Sagittarius and Corona Australis,Sidney Hall,1824-5,1200,836,"astrology,astronomy,zodiac",have
virgo__feec098e.jpg,feec098e-6166-4a9d-862c-c73ad6970131,VIrgo,Sidney Hall,1824-5,1200,830,"astrology,astronomy,stars,zodiac",have
illustration-from-under-nordlysets-straaler-skildringer-fra-__7ec72e45.jpg,7ec72e45-cd71-4a14-9560-5096b6aa3fdb,"Illustration from *Under Nordlysets Straaler. Skildringer fra Lappernes Land*, 1885",,1885,1406,1212,astronomy,have
celestial-phenomena-1729__8b04c8c1.jpeg,8b04c8c1-814e-4849-835c-e2f9a9533597,"Celestial Phenomena, 1729",,1729–35,1200,741,astronomy,have
the-corona__aeb8ce47.jpg,aeb8ce47-5ec6-4c12-bd9b-e363f7a7bc89,The Corona,Anonymous,1871,1200,841,"astronomy,moon,sun",have
optics__ccfada5a.jpg,ccfada5a-ecce-4192-86f6-c0acea9ad40c,Optics,A.D. Macquin,1820,918,1200,"astronomy,stars",have
total-eclipse-of-july-7-1842__e2fa80fe.jpg,e2fa80fe-ae32-40a3-a523-525edd84bc0b,Total Eclipse of July 7 1842,Anonymous,1842,1026,1200,"astronomy,moon,sun",have
prophecies-of-apocalypse__f2ebcee6.jpg,f2ebcee6-4cdc-4031-a5c7-c45491b53d6b,Prophecies of apocalypse,,ca. 1827–61,1200,872,"astrology,astronomy",have
the-constellations__5dc62cd3.jpg,5dc62cd3-32c1-4c9e-9d25-c2c8aa839349,The Constellations,Elijah Hinsdale Burritt,1856,1128,1200,astronomy,have
mare-humorum__029925bb.jpeg,029925bb-9341-4705-afef-3fbe81186bbe,Mare Humorum,Étienne Léopold Trouvelot,1882,1268,1024,astronomy,have
the-solar-system__c3bcf36f.jpeg,c3bcf36f-f418-4fc4-859c-32a3c68b4672,The Solar System,Adam and John Black,ca. 1885,1280,794,astronomy,have
the-planetary-and-solar-system__af02e6d1.jpeg,af02e6d1-9bdf-4442-be0e-18705945f767,The Planetary and Solar System,Johann Baptist Homann,1716,1190,1024,astronomy,have
cover-for-em-ragnarok-the-age-of-fire-and-gravel-em__f21fe685.jpg,f21fe685-84df-48a1-b8e3-c5745339f1e0,Cover for <em>Ragnarok: The Age of Fire and Gravel</em>,,1883,414,680,"astronomy,sun",have
plato__2df87716.jpg,2df87716-48c8-412d-82c2-5cca61bc035f,Plato,James Nasymth,1874,1024,1016,"astronomy,moon",have
terrestrial-and-lunar-volcanic-areas-compared__411f0b52.jpg,411f0b52-c505-4679-9715-48e9f75aff4c,Terrestrial and Lunar Volcanic Areas Compared,James Nasymth,1874,1024,853,"astronomy,moon",have
arzachel-ptolemy-and-the-railway__4ffe85bd.jpg,4ffe85bd-1ad0-40f4-b033-f6a266822562,"Arzachel, Ptolemy, and the Railway",James Nasymth,1874,736,1024,"astronomy,moon",have
back-of-hand-shrivelled-apple__5c6525e4.jpg,5c6525e4-ff4f-42de-8e55-6221698f00a0,Back of Hand & Shrivelled Apple,James Nasymth,1874,1024,754,"astronomy,moon",have
triesnecker__67b64989.jpg,67b64989-c6fb-49b7-8c93-b2b9b6a9b5c1,Triesnecker,James Nasymth,1874,755,1024,"astronomy,moon",have
group-of-lunar-mountains__7e1dcb6e.jpg,7e1dcb6e-01d5-474b-8364-992cdcfe92e8,Group of Lunar Mountains,James Nasymth,1874,1024,847,"astronomy,moon",have
glass-globe-cracked-by-internal-pressure__79c8dff7.jpg,79c8dff7-4b42-4012-b8c4-eb24273264c9,Glass Globe Cracked by Internal Pressure,James Nasymth,1874,790,1024,"astronomy,moon",have
copernicus__943446c3.jpg,943446c3-87f7-470a-bf27-1f26cd24c8b2,Copernicus,James Nasymth,1874,707,1023,"astronomy,moon",have
aristotle-eudoxus__9291f636.jpg,9291f636-ada2-4cc0-a7ae-f8e8f83f1b72,Aristotle & Eudoxus,James Nasymth,1874,764,1024,"astronomy,moon",have
normal-lunar-crater__05cf11f7.jpg,05cf11f7-4693-43aa-a5c1-7aa063de1e08,Normal Lunar Crater,James Nasymth,1874,1200,887,"astronomy,moon",have
aspect-of-an-eclipse-of-the-sun-by-the-earth-as-it-would-app__eb557628.jpg,eb557628-12a4-4752-a547-a8d240340089,"Aspect of an Eclipse of the Sun by the Earth, as It Would Appear as Seen From the Moon",James Nasymth,1874,1023,788,"astronomy,moon",have
above-diagram-of-the-celestial-climate-zones-below-diagram-o__12a81272.jpg,12a81272-1f85-416d-bf0c-081467683c32,Above: Diagram of the celestial climate zones; Below: Diagram of the terrestrial climate zones.,,late 12th century,609,1024,"astrology,astronomy",have
above-the-harmony-of-the-spheres-below-the-planetary-orbits__2a0990a3.jpg,2a0990a3-1ffd-4c2a-8f64-928f90e68c96,Above: The harmony of the spheres; Below: The planetary orbits.,,late 12th century,602,1024,"astrology,astronomy",have
above-diagram-of-the-terrestrial-climate-zones-with-the-riph__58c8656f.jpg,58c8656f-b328-4f49-8c25-e123d8b6a303,Above: Diagram of the terrestrial climate zones with the Riphaean mountains; Below: Diagram of the circuit of the moon in the zodiac.,,late 12th century,578,1024,"astrology,astronomy",have
