uuid,title,artist,date,src,w,h,restriction,tags
02a091b5-285c-4a47-8799-4b151ab2afe5,Fox (*Vulpes vulpes*),Jacob Goethals (possibly),ca. 1800,/shop/nov-2023-prints-00052.jpg,929,1200,,animals
877ba52b-0105-47e8-bf9e-f0718a6417c5,Sowing Man,Bernard Essers,1927,/shop/nov-2023-prints-00023.jpg,1212,1200,,animals
c2802a80-d0b6-492e-861f-561171ad5e29,The Gin Shop,George Cruikshank,1829,/essays/liquid-bewitchment/16-cruikshank george gin M00029 45-edit.jpeg,1686,1410,,animals
2a7e28b4-a946-4061-acc3-3beb72fb7af6,,Madame B,ca. 1870s,/collections/madame-b-album/madame-b-album-00053.jpeg,3000,2089,,animals
72e06df2-d511-4203-81e2-3f3a1bc8d932,,Madame B,ca. 1870s,/collections/madame-b-album/madame-b-album-00012.jpg,3000,2111,,"animals,bats"
eb277b94-0b02-4294-a457-74523e43491d,,Madame B,ca. 1870s,/collections/madame-b-album/madame-b-album-00018.jpg,3000,2099,,"animals,dogs"
45d1795b-c5af-4e1d-9585-393194c65c26,Three Folios from a Persian Manuscript of <i>Kalīlah wa-Dimnah</i>,,ca. 1010,/essays/travelling-tales/k-and-d-triple.jpg,1819,1203,,"animals,birds"
5e2a7b16-5568-4149-85bf-41ef0d4d264e,The Greedy Dog,,ca. 1310,/essays/travelling-tales/14-iiif-service_gdc_gdcwdl_wd_l__08_93_3_wdl_08933_bsb00045958_00078-full-pct_100-0-default-edit.jpeg,2175,1740,,"animals,deer,lions"
53283bc4-893f-44e0-8926-ec87a4f30bf1,Mouse Gnawing at a Net Imprisoning Doves,,ca. 1525–50,/essays/travelling-tales/13-DP300753-edit.jpeg,2430,2662,,"animals,birds"
62685dfd-20bb-42e8-bafd-f8f3a85b6af6,Turtle Ferrying a Monkey,,ca. 1525–50,/essays/travelling-tales/11-DP300774-edit.jpeg,2548,2100,,"animals,lions"
60efd3e6-20d7-4384-8f4f-a36602b3f6d4,Kalīlah Reprimanding Dimnah,,ca. 1525–50,/essays/travelling-tales/01-DP300745-edit.jpeg,2435,2516,,"animals,dogs"
74fecb60-823e-4361-8fbe-d4ba6f1d58a1,Monkey Attempting Carpentry and Inadvertently Catching His Testicles in the Split,,ca. 1525–50,/essays/travelling-tales/09-DP300728-edit.jpeg,2569,3279,,animals
709718d6-0fb7-44c6-b9c1-bed7d3db0316,"The Ascetic, His Guest, and a Mouse Eating Their Rations",,ca. 1525–50,/essays/travelling-tales/07-DP300754-edit.jpeg,2403,2440,,"animals,monkeys"
90d206b9-668c-4960-bbbd-a0340e7957a3,The Tale of the Ducks and the Turtle,,1310,/essays/travelling-tales/10-iiif-service_gdc_gdcwdl_wd_l__08_93_3_wdl_08933_bsb00045958_00122-full-pct_100-0-default-edit.jpeg,2124,1652,,animals
94a78c0b-a233-40b0-adfb-99b5e03fc0ba,Kalīlah and Dimnah Discussing the Latter’s Scheme to Insert Himself into the Confidence of the King,,ca. 1525–50,/essays/travelling-tales/04-DP300729-edit.jpeg,2555,1616,,"animals,deer,dogs,wildlife"
cc04af54-1d1c-4c27-b5f6-9ea559cbf30b,Rabbit Using the Reflection of a Lion to Trick Him into Drowning,,1310,/essays/travelling-tales/12-iiif-service_gdc_gdcwdl_wd_l__08_93_3_wdl_08933_bsb00045958_00107-full-pct_100-0-default-edit.jpeg,2056,1556,,"animals,lions"
ea0d1eec-0a67-402a-b7fa-6dec3c994e55,Dimnah in Jail for Trickin the Lion,,1310,/essays/travelling-tales/02-iiif-service_gdc_gdcwdl_wd_l__08_93_3_wdl_08933_bsb00045958_00142-full-pct_100-0-default-edit.jpeg,2132,1852,,animals
cfece78b-752d-4ba1-89ab-e39ce280bd24,,Thomas Smillie,1890–1913,/collections/smillie-smithsonian/smillie-smithsonian-50.jpg,2048,1590,,"animals,birds"
14e6b862-e24e-457e-9868-6feeca78b880,Vampyre,Henry L. Stephens,1851,/collections/comic-natural-history/stephens-natural-history-23.jpeg,3368,2113,,"animals,bats,birds"
19ffd8c9-d20c-4ed5-9683-3b0e36d5a5c1,Butcher Birds,Henry L. Stephens,1851,/collections/comic-natural-history/stephens-natural-history-2.jpeg,2272,3388,,"animals,birds"
289e1645-60b8-48f6-a96c-7fac7b37db59,Wharf Rat,Henry L. Stephens,1851,/collections/comic-natural-history/stephens-natural-history-24.jpeg,3320,2300,,"animals,rats"
47714ebd-fd58-4a76-87b2-3bc2302b93ce,Same Old Coon,Henry L. Stephens,1851,/collections/comic-natural-history/stephens-natural-history-19.jpeg,2344,3460,,animals
4f1e37d1-3ab6-43e8-94bc-e7861415277e,Son Fish / Sucker,Henry L. Stephens,1851,/collections/comic-natural-history/stephens-natural-history-20.jpeg,2992,2220,,"animals,fish"
5d70be4a-24b7-4434-8601-bc441c9f552e,Gold Fish,Henry L. Stephens,1851,/collections/comic-natural-history/stephens-natural-history-6.jpg,3174,2174,,"animals,fish,goldfish"
534d2a96-bc4f-40c7-a6e5-364ece96aea7,Gallows Bird,Henry L. Stephens,1851,/collections/comic-natural-history/stephens-natural-history-4.jpeg,2217,2920,,"animals,birds"
6e304d78-c7c9-4081-87b5-5e8381aaff59,Humming Bird,Henry L. Stephens,1851,/collections/comic-natural-history/stephens-natural-history-9.jpg,2261,3049,,"animals,birds,hummingbirds"
6cc51b6d-5603-462a-b580-ecfd010f349b,Milliner Bird,Henry L. Stephens,1851,/collections/comic-natural-history/stephens-natural-history-15.jpeg,2248,2948,,"animals,birds"
776fad3b-56c0-4752-a5a7-d48d219986f7,Little Dear,Henry L. Stephens,1851,/collections/comic-natural-history/stephens-natural-history-13.jpeg,2084,3132,,"animals,deer"
752aaddb-dd01-4a77-a838-6d94e42f135d,Jail Bird,Henry L. Stephens,1851,/collections/comic-natural-history/stephens-natural-history-10.jpeg,2124,2652,,"animals,birds"
71da26f6-38b3-4981-941c-68c3aebdab58,Gudgeon Shark,Henry L. Stephens,1851,/collections/comic-natural-history/stephens-natural-history-7.jpeg,3003,1977,,"animals,fish"
